Gene.primaryIdentifier	Gene.secondaryIdentifier	Gene.symbol	Gene.name	Gene.description	Gene.qualifier	Gene.chromosome.primaryIdentifier	Gene.chromosomeLocation.start	Gene.chromosomeLocation.end	Gene.chromosomeLocation.strand
S000005496	YOL136C	PFK27	6-PhosphoFructo-2-Kinase	6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate, expression induced by glucose and sucrose, transcriptional regulation involves protein kinase A	Verified	chrXV	67561	68754	-1
S000005497	YOL137W	BSC6	Bypass of Stop Codon	Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression	Verified	chrXV	65621	67114	1
S000005498	YOL138C	RTC1	Restriction of Telomere Capping	Subunit of SEACAT, a subcomplex of the SEA complex; Rtc1p, along with Mtc5p and Sea4p, redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex, a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation, thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1	Verified	chrXV	61325	65350	-1
S000005499	YOL139C	CDC33	Cell Division Cycle	Translation initiation factor eIF4E; mRNA cap binding protein and subunit of the mRNA cap-binding complex (eIF4F) along with eIF4A (Tif1p/Tif2p) and eIF4G (Tif4631p/Tif4632p), that mediates cap-dependent translation; required with eIF4G for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; protein abundance increases in response to DNA replication stress; human homolog EIF4E can complement the cdc33 null mutant	Verified	chrXV	60383	61024	-1
S000005500	YOL140W	ARG8	ARGinine requiring	Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine	Verified	chrXV	58759	60030	1
S000005501	YOL141W	PPM2	Protein Phosphatase Methyltransferase	AdoMet-dependent tRNA methyltransferase; also involved in methoxycarbonylation; required for the synthesis of wybutosine (yW), a modified guanosine found at the 3'-position adjacent to the anticodon of phe-tRNA; similarity to Ppm1p	Verified	chrXV	56452	58539	1
S000005502	YOL142W	RRP40	Ribosomal RNA Processing	Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain both S1 and KH RNA binding domains; mutations in the human homolog, EXOSC3, cause pontocerebellar hypoplasia with motor neuron degeneration	Verified	chrXV	55558	56280	1
S000005503	YOL143C	RIB4	RIBoflavin biosynthesis	Lumazine synthase (DMRL synthase); catalyzes synthesis of immediate precursor to riboflavin; DMRL synthase stands for 6,7-dimethyl-8-ribityllumazine synthase	Verified	chrXV	54595	55104	-1
S000005504	YOL144W	NOP8	NucleOlar Protein	Nucleolar protein required for 60S ribosomal subunit biogenesis	Verified	chrXV	53098	54552	1
S000005505	YOL145C	CTR9	Cln Three (CLN3) Requiring	Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes, including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats	Verified	chrXV	49555	52788	-1
S000005506	YOL146W	PSF3	Partner of Sld Five	Subunit of the GINS complex (Sld5p, Psf1p, Psf2p, Psf3p); complex is localized to DNA replication origins and implicated in assembly of the DNA replication machinery	Verified	chrXV	48864	49448	1
S000005507	YOL147C	PEX11	PEroXin	Peroxisomal protein required for medium-chain fatty acid oxidation; also required for peroxisome proliferation, possibly by inducing membrane curvature; localization regulated by phosphorylation; transcription regulated by Adr1p and Pip2p-Oaf1p	Verified	chrXV	47933	48643	-1
S000005508	YOL148C	SPT20	SuPpressor of Ty	Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay	Verified	chrXV	45760	47574	-1
S000005509	YOL149W	DCP1	mRNA DeCaPping	Subunit of the Dcp1p-Dcp2p decapping enzyme complex; decapping complex removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p; forms cytoplasmic foci upon DNA replication stress	Verified	chrXV	44938	45633	1
S000005510	YOL150C	""	""	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Dubious	chrXV	44473	44784	-1
S000005511	YOL151W	GRE2	Genes de Respuesta a Estres (stress responsive genes)	3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic, ionic, oxidative, heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase	Verified	chrXV	43694	44722	1
S000005512	YOL152W	FRE7	Ferric REductase	Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels	Verified	chrXV	40748	42610	1
S000005514	YOL154W	ZPS1	Zinc- and pH-regulated Surface protein	Putative GPI-anchored protein; transcription is induced under low-zinc conditions, as mediated by the Zap1p transcription factor, and at alkaline pH	Verified	chrXV	34658	35407	1
S000005515	YOL155C	HPF1	Haze Protective Factor	Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines, thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant, thereby increasing exposure to oxygen, altering methionine, lipid, and purine metabolism	Verified	chrXV	28703	31606	-1
S000005516	YOL156W	HXT11	HeXose Transporter	Hexose transporter; capable of transporting a broad range of substrates including: glucose, fructose, mannose and galactose; polyol transporter that supports the growth on and uptake of xylitol with low affinity when overexpressed in a strain deleted for hexose family members; nearly identical in sequence to Hxt9p; has similarity to major facilitator superfamily (MFS) transporters; involved in pleiotropic drug resistance	Verified	chrXV	25273	26976	1
S000005517	YOL157C	IMA2	IsoMAltase	Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose, alpha-methylglucoside, and palatinose, but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose, and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization, but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose	Verified	chrXV	22525	24294	-1
S000005518	YOL158C	ENB1	ENteroBactin	Ferric enterobactin transmembrane transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment	Verified	chrXV	19491	21311	-1
S000005519	YOL159C	CSS3	Condition Specific Secretion	Protein of unknown function, secreted when constitutively expressed; SWAT-GFP, seamless-GFP and mCherry fusion proteins localize to the cell periphery, SWAT-GFP fusion also localizes to the extracellular region, and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA	Verified	chrXV	17281	17796	-1
S000005520	YOL160W	""	""	Putative protein of unknown function; conserved across S. cerevisiae strains	Uncharacterized	chrXV	14313	14654	1
S000005521	YOL161C	PAU20	seriPAUperin	Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation	Verified	chrXV	11549	11911	-1
S000005522	YOL162W	""	""	Putative protein of unknown function; proposed to be an inactive evolutionary remnant that along with neighboring gene YOL163W may have constituted a second sulfonate transporter and SOA1 paralog that is intact in S. uvarum, S. eubayanus and S. arboricola and named SOA2; member of the Dal5p subfamily of the major facilitator family	Uncharacterized	chrXV	10119	10766	1
S000005523	YOL163W	""	""	Putative protein of unknown function; proposed to be an inactive evolutionary remnant that along with neighboring gene YOL162W may have constituted a second sulfonate transporter and SOA1 paralog that is intact in S. uvarum, S. eubayanus and S. arboricola and named SOA2; member of the Dal5p subfamily of the major facilitator family	Uncharacterized	chrXV	9597	10106	1
S000005524	YOL164W	BDS1	Bacterially Derived Sulfatase	Bacterially-derived sulfatase; required for use of alkyl sulfates as sulfur source	Verified	chrXV	6175	8115	1
S000005525	YOL165C	AAD15	Aryl-Alcohol Dehydrogenase	Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; AAD15 has a paralog, AAD3, that arose from a segmental duplication; members of the AAD gene family comprise three pairs (AAD3 + AAD15, AAD6/AAD16 + AAD4, AAD10 + AAD14) whose two genes are more related to one another than to other members of the family	Verified	chrXV	1647	2078	-1
S000005526	YOL166C	""	""	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data	Dubious	chrXV	1000	1338	-1
S000005527	YOR001W	RRP6	Ribosomal RNA Processing	Nuclear exosome exonuclease component; has 3'-5' exonuclease activity that is regulated by Lrp1p; involved in RNA processing, maturation, surveillance, degradation, tethering, and export; role in sn/snoRNAs precursor degradation; forms a stable heterodimer with Lrp1p; has similarity to E. coli RNase D and to human PM-Sc1 100 (EXOSC10); mutant displays reduced transcription elongation in the G-less-based	Verified	chrXV	326832	329033	1
S000005528	YOR002W	ALG6	Asparagine-Linked Glycosylation	ER-luminal alpha 1,3 glucosyltransferase; involved in transfer of oligosaccharides from dolichyl pyrophosphate to asparagine residues of proteins during N-linked protein glycosylation; C998T transition in human ortholog ALG6 causes carbohydrate-deficient glycoprotein syndrome type-Ic; wild-type human ortholog ALG6 can partially complement yeast alg6 mutant	Verified	chrXV	329417	331051	1
S000005529	YOR003W	YSP3	Yeast Subtilisin-like Protease III	Putative precursor of the subtilisin-like protease III; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YSP3 has a paralog, PRB1, that arose from the whole genome duplication	Verified	chrXV	331455	332891	1
S000005530	YOR004W	UTP23	U Three-associated Protein	Component of the small subunit processome; involved in 40S ribosomal subunit biogenesis; interacts with snR30 and is required for dissociation of snR30 from large pre-ribosomal particles; has homology to PINc domain protein Fcf1p, although the PINc domain of Utp23p is not required for function; essential protein	Verified	chrXV	333592	334356	1
S000005531	YOR005C	DNL4	DNA Ligase	DNA ligase required for nonhomologous end-joining (NHEJ); forms stable heterodimer with required cofactor Lif1p, interacts with Nej1p; involved in meiosis, not essential for vegetative growth; mutations in human ortholog lead to ligase IV syndrome and Dubowitz syndrome	Verified	chrXV	334509	337343	-1
S000005532	YOR006C	TSR3	Twenty S rRNA accumulation	Protein required for 20S pre-rRNA processing; involved in processing of the 20S pre-rRNA at site D to generate mature 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus; relative distribution to the nucleus increases upon DNA replication stress; also detected in peroxisomes	Verified	chrXV	337680	338621	-1
S000005533	YOR007C	SGT2	Small Glutamine-rich Tetratricopeptide repeat-containing protein	Glutamine-rich cytoplasmic cochaperone; serves as a scaffold bringing together Get4, Get5p, and other TRC complex members that are required to mediate posttranslational insertion of tail-anchored proteins into the ER membrane; interacts with the prion domain of Sup35p; amyloid sensor; plays a role in targeting chaperones to prion aggregates; similar to human cochaperone SGT; forms cytoplasmic foci upon DNA replication stress	Verified	chrXV	338938	339978	-1
S000005534	YOR008C	SLG1	Synthetic Lethal with Gap	Sensor-transducer of the stress-activated PKC1-MPK1 kinase pathway; involved in maintenance of cell wall integrity; required for mitophagy; involved in organization of the actin cytoskeleton; secretory pathway Wsc1p is required for the arrest of secretion response	Verified	chrXV	341278	342414	-1
